ax,ay,az,wx,wy,wz,AngleX,AngleY,AngleZ,label
0.043,-0.229,-1.229,7.629,75.317,106.262,-175.501,8.179,-38.551,running
0.043,-0.199,-0.979,16.174,90.637,149.719,-175.54,7.46,-39.908,running
0.139,-0.199,-0.979,16.174,90.637,149.719,-175.545,6.68,-41.49,running
0.139,-0.197,-0.889,35.339,95.764,181.58,-175.446,5.889,-43.226,running
0.188,-0.197,-0.889,35.339,95.764,181.58,-175.243,5.081,-45.132,running
0.188,-0.155,-0.953,40.588,101.868,188.171,-174.996,4.252,-47.071,running
0.138,-0.155,-0.953,40.588,101.868,188.171,-174.694,3.4,-49.043,running
0.138,-0.04,-1.019,38.208,106.323,176.147,-174.375,2.532,-50.966,running
0.089,-0.04,-1.019,38.208,106.323,176.147,-174.045,1.648,-52.833,running
0.089,0.07,-1.031,30.701,106.262,145.996,-173.727,0.753,-54.558,running
0.084,0.07,-1.031,30.701,106.262,145.996,-173.425,-0.137,-56.135,running
0.084,0.204,-1.083,20.386,107.239,102.234,-173.167,-1.055,-57.497,running
0.014,0.204,-1.083,20.386,107.239,102.234,-172.947,-1.989,-58.651,running
0.014,0.193,-1.074,8.24,97.046,81.36,-172.793,-2.884,-59.694,running
-0.101,0.193,-1.074,8.24,97.046,81.36,-172.694,-3.73,-60.634,running
-0.101,0.098,-1.142,-28.931,78.125,85.999,-172.771,-4.471,-61.578,running
-0.216,0.098,-1.142,-28.931,78.125,85.999,-173.024,-5.114,-62.54,running
-0.216,-0.004,-1.262,-74.585,45.044,104.492,-173.491,-5.581,-63.561,running
-0.263,-0.004,-1.262,-74.585,45.044,104.492,-174.166,-5.872,-64.655,running
-0.263,-0.116,-1.289,-110.291,2.93,117.737,-175.007,-5.955,-65.792,running
-0.221,-0.116,-1.289,-110.291,2.93,117.737,-176.012,-5.839,-66.978,running
-0.221,-0.284,-1.312,-108.276,-36.865,118.713,-177.001,-5.537,-68.154,running
-0.162,-0.284,-1.312,-108.276,-36.865,118.713,-177.979,-5.054,-69.335,running
-0.162,-0.417,-1.25,-78.186,-72.998,101.379,-178.802,-4.417,-70.428,running
