ax,ay,az,wx,wy,wz,AngleX,AngleY,AngleZ,label
-0.675,0.121,-0.748,74.158,147.156,52.307,-173.37,29.284,-118.965,climbing
-0.675,0.106,-0.786,59.387,153.381,42.603,-173.167,27.883,-119.57,climbing
-0.671,0.106,-0.786,59.387,153.381,42.603,-172.952,26.483,-120.168,climbing
-0.671,0.025,-0.909,39.063,139.465,25.452,-172.837,25.214,-120.553,climbing
-0.655,0.025,-0.909,39.063,139.465,25.452,-172.711,23.95,-120.938,climbing
-0.655,-0.013,-1.033,20.142,108.398,11.719,-172.683,22.978,-121.124,climbing
-0.562,-0.013,-1.033,20.142,108.398,11.719,-172.656,22.006,-121.311,climbing
-0.562,-0.056,-1.117,2.869,70.618,12.878,-172.771,21.407,-121.459,climbing
-0.456,-0.056,-1.117,2.869,70.618,12.878,-172.886,20.808,-121.602,climbing
-0.456,-0.121,-1.24,-13.367,44.434,18.799,-173.161,20.468,-121.772,climbing
-0.453,-0.121,-1.24,-13.367,44.434,18.799,-173.425,20.116,-121.937,climbing
-0.453,-0.089,-1.522,-37.109,28.503,28.564,-173.952,19.929,-122.19,climbing
-0.642,-0.089,-1.522,-37.109,28.503,28.564,-174.468,19.726,-122.437,climbing
-0.642,-0.042,-1.614,-35.889,18.616,52.612,-175.045,19.633,-122.926,climbing
-0.845,-0.042,-1.614,-35.889,18.616,52.612,-175.622,19.534,-123.42,climbing
-0.845,-0.133,-1.562,-9.155,2.563,62.744,-175.957,19.594,-124.003,climbing
-0.815,-0.133,-1.562,-9.155,2.563,62.744,-176.287,19.655,-124.585,climbing
-0.815,-0.235,-1.413,18.616,-28.259,44.617,-176.265,20.012,-124.964,climbing
-0.633,-0.235,-1.413,18.616,-28.259,44.617,-176.243,20.369,-125.338,climbing
-0.633,-0.19,-1.239,36.194,-37.354,31.433,-175.99,20.803,-125.568,climbing
-0.56,-0.19,-1.239,36.194,-37.354,31.433,-175.743,21.237,-125.793,climbing
-0.56,-0.19,-1.016,44.006,-37.598,18.555,-175.364,21.66,-125.887,climbing
-0.514,-0.19,-1.016,44.006,-37.598,18.555,-174.99,22.088,-125.975,climbing
-0.514,-0.278,-0.692,45.593,-44.861,-5.676,-174.49,22.56,-125.793,climbing
-0.364,-0.278,-0.692,45.593,-44.861,-5.676,-173.985,23.038,-125.607,climbing
-0.364,-0.332,-0.505,47.974,-62.866,-20.996,-173.381,23.676,-125.228,climbing
-0.189,-0.332,-0.505,47.974,-62.866,-20.996,-172.76,24.302,-124.843,climbing
-0.189,-0.349,-0.722,45.349,-51.636,-22.644,-172.156,24.813,-124.448,climbing
-0.221,-0.349,-0.722,45.349,-51.636,-22.644,-171.541,25.307,-124.041,climbing
-0.221,-0.197,-1.062,23.132,-31.067,-18.372,-171.178,25.593,-123.712,climbing
-0.351,-0.197,-1.062,23.132,-31.067,-18.372,-170.815,25.862,-123.376,climbing
-0.351,-0.054,-1.27,18.921,-20.386,7.507,-170.634,26.065,-123.349,climbing
-0.383,-0.054,-1.27,18.921,-20.386,7.507,-170.458,26.257,-123.316,climbing
-0.383,0.024,-1.287,30.334,-20.447,29.236,-170.277,26.477,-123.519,climbing
-0.433,0.024,-1.287,30.334,-20.447,29.236,-170.112,26.697,-123.728,climbing
-0.433,0.03,-1.114,27.405,-15.93,26.672,-169.969,26.867,-123.915,climbing
-0.543,0.03,-1.114,27.405,-15.93,26.672,-169.838,27.032,-124.107,climbing
-0.543,0.03,-0.891,8.789,-29.114,6.592,-169.783,27.296,-124.047,climbing
-0.577,0.03,-0.891,8.789,-29.114,6.592,-169.728,27.565,-123.992,climbing
-0.577,-0.062,-0.833,-12.146,-54.932,-15.747,-169.75,28.048,-123.629,climbing
-0.573,-0.062,-0.833,-12.146,-54.932,-15.747,-169.766,28.531,-123.272,climbing
-0.573,-0.175,-0.805,-31.982,-80.017,-39.795,-169.821,29.229,-122.591,climbing
-0.514,-0.175,-0.805,-31.982,-80.017,-39.795,-169.865,29.921,-121.91,climbing
-0.514,-0.295,-0.774,-44.556,-92.285,-62.866,-169.871,30.696,-120.938,climbing
-0.414,-0.295,-0.774,-44.556,-92.285,-62.866,-169.854,31.47,-119.954,climbing
-0.414,-0.418,-0.753,-41.016,-89.844,-83.923,-169.656,32.179,-118.729,climbing
-0.289,-0.418,-0.753,-41.016,-89.844,-83.923,-169.426,32.882,-117.488,climbing
-0.289,-0.418,-0.782,-21.118,-61.584,-89.905,-168.97,33.283,-116.224,climbing
-0.358,-0.418,-0.782,-21.118,-61.584,-89.905,-168.497,33.668,-114.955,climbing
-0.358,-0.338,-0.841,11.292,-18.799,-59.143,-167.943,33.684,-114.148,climbing
-0.561,-0.338,-0.841,11.292,-18.799,-59.143,-167.393,33.695,-113.335,climbing
-0.561,-0.31,-1.026,43.457,3.784,-12.817,-166.855,33.58,-113.126,climbing
-0.844,-0.31,-1.026,43.457,3.784,-12.817,-166.322,33.47,-112.923,climbing
-0.844,-0.289,-1.179,52.368,-4.028,4.456,-165.806,33.481,-112.896,climbing
-1.058,-0.289,-1.179,52.368,-4.028,4.456,-165.295,33.497,-112.874,climbing
-1.058,-0.211,-1.181,34.973,-29.053,-6.348,-164.85,33.734,-112.648,climbing
-1.017,-0.211,-1.181,34.973,-29.053,-6.348,-164.41,33.981,-112.418,climbing
-1.017,-0.114,-1.049,4.211,-51.27,-4.639,-164.257,34.448,-112.137,climbing
-0.762,-0.114,-1.049,4.211,-51.27,-4.639,-164.103,34.92,-111.852,climbing
-0.762,-0.115,-0.75,-27.222,-38.208,9.399,-164.163,35.354,-111.671,climbing
-0.504,-0.115,-0.75,-27.222,-38.208,9.399,-164.449,35.744,-111.599,climbing
-0.504,-0.156,-0.616,-39.429,-20.203,22.827,-164.861,36.074,-111.638,climbing
-0.303,-0.156,-0.616,-39.429,-20.203,22.827,-165.394,36.326,-111.786,climbing
-0.303,-0.065,-0.457,-44.556,8.911,31.494,-166.009,36.447,-112.039,climbing
-0.359,-0.065,-0.457,-44.556,8.911,31.494,-166.701,36.436,-112.39,climbing
-0.359,0.113,-0.188,-43.762,25.635,22.766,-167.377,36.326,-112.709,climbing
-0.313,0.113,-0.188,-43.762,25.635,22.766,-168.025,36.134,-112.994,climbing
-0.313,0.168,-0.311,-25.696,1.77,17.639,-168.552,36.057,-113.22,climbing
-0.241,0.168,-0.311,-25.696,1.77,17.639,-168.964,36.09,-113.384,climbing
-0.241,0.09,-0.88,-7.507,9.644,8.545,-169.266,36.074,-113.5,climbing
-0.441,0.09,-0.88,-7.507,9.644,8.545,-169.453,35.991,-113.571,climbing
-0.441,0.061,-0.97,-15.32,0.488,-10.071,-169.612,35.931,-113.522,climbing
-0.496,0.061,-0.97,-15.32,0.488,-10.071,-169.744,35.887,-113.346,climbing
-0.496,0.033,-0.723,-31.616,-7.019,-16.663,-169.931,35.87,-113.121,climbing
-0.462,0.033,-0.723,-31.616,-7.019,-16.663,-170.173,35.887,-112.852,climbing
-0.462,-0.03,-0.73,-50.293,0.244,-12.573,-170.524,35.876,-112.615,climbing
-0.471,-0.03,-0.73,-50.293,0.244,-12.573,-170.986,35.832,-112.412,climbing
-0.471,-0.051,-0.808,-63.232,11.23,-10.071,-171.524,35.733,-112.231,climbing
-0.495,-0.051,-0.808,-63.232,11.23,-10.071,-172.134,35.585,-112.077,climbing
-0.495,-0.076,-0.842,-68.237,27.832,-10.254,-172.771,35.359,-111.934,climbing
-0.586,-0.076,-0.842,-68.237,27.832,-10.254,-173.436,35.046,-111.797,climbing
-0.586,-0.11,-0.825,-66.711,41.87,-2.563,-174.111,34.678,-111.714,climbing
-0.563,-0.11,-0.825,-66.711,41.87,-2.563,-174.803,34.244,-111.682,climbing
-0.563,-0.108,-0.951,-67.932,43.518,16.052,-175.551,33.816,-111.753,climbing
-0.589,-0.108,-0.951,-67.932,43.518,16.052,-176.358,33.387,-111.929,climbing
-0.589,-0.099,-1.129,-70.313,54.382,44.128,-177.253,32.904,-112.269,climbing
-0.77,-0.099,-1.129,-70.313,54.382,44.128,-178.242,32.377,-112.769,climbing
-0.77,-0.076,-1.238,-69.946,42.48,69.58,-179.286,31.899,-113.401,climbing
-0.916,-0.076,-1.238,-69.946,42.48,69.58,179.604,31.476,-114.17,climbing
-0.916,-0.134,-1.486,-54.993,14.893,69.641,178.594,31.179,-114.933,climbing
-0.932,-0.134,-1.486,-54.993,14.893,69.641,177.665,31.009,-115.692,climbing
-0.932,-0.202,-1.451,-21.118,-34.058,36.133,177.006,31.086,-116.263,climbing
-0.723,-0.202,-1.451,-21.118,-34.058,36.133,176.616,31.41,-116.658,climbing
-0.723,-0.17,-1.267,17.212,-62.439,2.136,176.512,31.882,-116.873,climbing
-0.571,-0.17,-1.267,17.212,-62.439,2.136,176.699,32.498,-116.889,climbing
-0.571,-0.044,-1.093,40.1,-64.514,-22.461,177.083,33.129,-116.763,climbing
-0.473,-0.044,-1.093,40.1,-64.514,-22.461,177.665,33.772,-116.477,climbing
-0.473,0.047,-0.888,47.729,-52.917,-46.692,178.369,34.349,-116.032,climbing
-0.408,0.047,-0.888,47.729,-52.917,-46.692,179.193,34.865,-115.422,climbing
-0.408,0.085,-0.651,44.556,-44.739,-64.941,-179.923,35.327,-114.692,climbing
-0.301,0.085,-0.651,44.556,-44.739,-64.941,-178.995,35.739,-113.84,climbing
-0.301,0.06,-0.496,44.128,-49.683,-50.354,-178.116,36.161,-113.06,climbing
-0.198,0.06,-0.496,44.128,-49.683,-50.354,-177.292,36.601,-112.363,climbing
-0.198,-0.055,-0.561,41.565,-68.848,-19.348,-176.583,37.139,-111.841,climbing
0.032,-0.055,-0.561,41.565,-68.848,-19.348,-175.995,37.766,-111.495,climbing
0.032,-0.178,-0.896,19.165,-62.683,-7.813,-175.556,38.353,-111.209,climbing
-0.098,-0.178,-0.896,19.165,-62.683,-7.813,-175.265,38.892,-111,climbing
-0.098,-0.331,-0.902,8.423,-36.316,5.493,-175.078,39.293,-110.88,climbing
-0.334,-0.331,-0.902,8.423,-36.316,5.493,-174.996,39.551,-110.858,climbing
-0.334,-0.348,-0.687,17.151,-30.273,29.114,-174.963,39.787,-110.995,climbing
-0.47,-0.348,-0.687,17.151,-30.273,29.114,-174.974,40.001,-111.281,climbing
-0.47,-0.326,-0.68,47.668,-35.767,49.866,-174.908,40.254,-111.698,climbing
-0.466,-0.326,-0.68,47.668,-35.767,49.866,-174.771,40.551,-112.247,climbing
-0.466,-0.286,-0.734,85.876,-43.701,46.265,-174.424,40.891,-112.769,climbing
-0.449,-0.286,-0.734,85.876,-43.701,46.265,-173.864,41.276,-113.258,climbing
-0.449,-0.174,-0.692,105.835,-42.542,34.241,-173.156,41.655,-113.67,climbing
-0.467,-0.174,-0.692,105.835,-42.542,34.241,-172.299,42.023,-113.989,climbing
-0.467,-0.035,-0.61,95.093,-40.894,25.33,-171.458,42.385,-114.247,climbing
-0.501,-0.035,-0.61,95.093,-40.894,25.33,-170.64,42.737,-114.439,climbing
-0.501,0.031,-0.536,68.359,-38.086,23.865,-169.964,43.083,-114.626,climbing
-0.538,0.031,-0.536,68.359,-38.086,23.865,-169.42,43.418,-114.796,climbing
-0.538,0.012,-0.548,38.513,-34.729,21.667,-169.03,43.742,-114.961,climbing
-0.602,0.012,-0.548,38.513,-34.729,21.667,-168.788,44.05,-115.109,climbing
-0.602,-0.067,-0.582,20.691,-24.902,22.339,-168.657,44.319,-115.28,climbing
-0.746,-0.067,-0.582,20.691,-24.902,22.339,-168.629,44.55,-115.466,climbing
-0.746,-0.19,-0.557,22.034,-16.663,23.56,-168.613,44.742,-115.675,climbing
-0.821,-0.19,-0.557,22.034,-16.663,23.56,-168.596,44.907,-115.906,climbing
-0.821,-0.21,-0.543,28.015,-15.869,21.912,-168.536,45.077,-116.125,climbing
-0.814,-0.21,-0.543,28.015,-15.869,21.912,-168.442,45.253,-116.34,climbing
-0.814,-0.124,-0.602,26.917,-9.155,25.33,-168.371,45.406,-116.581,climbing
-0.818,-0.124,-0.602,26.917,-9.155,25.33,-168.333,45.538,-116.862,climbing
-0.818,-0.059,-0.681,14.832,5.798,28.442,-168.387,45.604,-117.186,climbing
-0.938,-0.059,-0.681,14.832,5.798,28.442,-168.536,45.604,-117.554,climbing
-0.938,-0.079,-0.708,-1.221,15.259,22.278,-168.75,45.549,-117.894,climbing
-1.015,-0.079,-0.708,-1.221,15.259,22.278,-169.019,45.45,-118.202,climbing
-1.015,-0.138,-0.726,-7.996,2.747,15.869,-169.283,45.412,-118.449,climbing
-0.918,-0.138,-0.726,-7.996,2.747,15.869,-169.53,45.434,-118.636,climbing
-0.918,-0.147,-0.757,-8.606,-16.602,11.475,-169.744,45.544,-118.762,climbing
-0.846,-0.147,-0.757,-8.606,-16.602,11.475,-169.915,45.747,-118.839,climbing
-0.846,-0.188,-0.799,-7.202,-21.851,0.549,-170.019,45.967,-118.834,climbing
-0.93,-0.188,-0.799,-7.202,-21.851,0.549,-170.057,46.198,-118.746,climbing
-0.93,-0.259,-0.65,-9.888,-17.944,-12.939,-170.035,46.401,-118.564,climbing
-1,-0.259,-0.65,-9.888,-17.944,-12.939,-169.958,46.571,-118.29,climbing
-1,-0.271,-0.507,-11.597,-20.081,-11.169,-169.887,46.752,-118.032,climbing
-0.865,-0.271,-0.507,-11.597,-20.081,-11.169,-169.827,46.956,-117.779,climbing
-0.865,-0.289,-0.596,-1.465,-21.729,3.967,-169.788,47.186,-117.631,climbing
-0.865,-0.289,-0.596,-1.465,-21.729,3.967,-169.772,47.433,-117.592,climbing
-0.519,-0.289,-0.596,-1.465,-21.729,3.967,-169.744,47.681,-117.554,climbing
-0.519,-0.288,-0.844,19.531,-10.742,20.447,-169.711,47.84,-117.784,climbing
-0.467,-0.288,-0.844,19.531,-10.742,20.447,-169.673,47.988,-118.01,climbing
-0.467,-0.035,-0.879,11.841,52.612,23.071,-169.865,47.51,-118.444,climbing
-0.725,-0.035,-0.879,11.841,52.612,23.071,-170.063,47.021,-118.872,climbing
-0.725,0.404,-0.706,-13.977,54.565,36.133,-170.667,46.538,-119.482,climbing
-0.587,0.404,-0.706,-13.977,54.565,36.133,-171.282,46.049,-120.081,climbing
-0.587,0.599,-0.759,-10.315,22.095,41.26,-171.876,45.884,-120.674,climbing
-0.493,0.599,-0.759,-10.315,22.095,41.26,-172.496,45.714,-121.262,climbing
-0.493,0.593,-0.976,-22.583,6.897,16.113,-172.98,45.643,-121.465,climbing
-0.723,0.593,-0.976,-22.583,6.897,16.113,-173.48,45.56,-121.668,climbing
-0.723,0.517,-0.979,-59.143,4.761,-20.691,-173.979,45.45,-121.344,climbing
-0.804,0.517,-0.979,-59.143,4.761,-20.691,-174.496,45.341,-121.025,climbing
-0.804,0.27,-1.013,-99.06,-8.85,-55.847,-175.04,45.335,-120.19,climbing
-0.709,0.27,-1.013,-99.06,-8.85,-55.847,-175.578,45.335,-119.355,climbing
-0.709,-0.022,-0.975,-115.723,-20.203,-70.74,-176.116,45.439,-118.295,climbing
-0.64,-0.022,-0.975,-115.723,-20.203,-70.74,-176.638,45.549,-117.241,climbing
-0.64,-0.155,-0.897,-102.112,-28.076,-70.251,-177.006,45.742,-116.186,climbing
-0.605,-0.155,-0.897,-102.112,-28.076,-70.251,-177.358,45.939,-115.131,climbing
-0.605,-0.167,-0.842,-72.083,-37.842,-68.176,-177.407,46.23,-114.093,climbing
-0.569,-0.167,-0.842,-72.083,-37.842,-68.176,-177.435,46.527,-113.049,climbing
-0.569,-0.169,-0.813,-36.438,-42.664,-65.674,-177.122,46.868,-112.039,climbing
-0.502,-0.169,-0.813,-36.438,-42.664,-65.674,-176.781,47.197,-111.011,climbing
-0.502,-0.217,-0.78,-0.244,-41.077,-58.228,-176.149,47.51,-110.089,climbing
-0.456,-0.217,-0.78,-0.244,-41.077,-58.228,-175.501,47.807,-109.155,climbing
