ax,ay,az,wx,wy,wz,AngleX,AngleY,AngleZ,label
-0.846,0.141,-0.575,2.319,-7.446,-2.441,165.267,54.3,61.705,sitting
-0.812,0.141,-0.575,2.319,-7.446,-2.441,165.295,54.377,61.716,sitting
-0.812,0.151,-0.567,0.61,-6.653,-1.343,165.3,54.448,61.71,sitting
-0.811,0.151,-0.567,0.61,-6.653,-1.343,165.3,54.52,61.705,sitting
-0.811,0.161,-0.567,-2.258,-4.211,-0.916,165.278,54.564,61.699,sitting
-0.808,0.161,-0.567,-2.258,-4.211,-0.916,165.251,54.602,61.694,sitting
-0.808,0.154,-0.566,-4.211,-3.235,-1.648,165.223,54.641,61.71,sitting
-0.796,0.154,-0.566,-4.211,-3.235,-1.648,165.19,54.673,61.721,sitting
-0.796,0.141,-0.564,-4.395,-3.845,-2.319,165.163,54.717,61.743,sitting
-0.779,0.141,-0.564,-4.395,-3.845,-2.319,165.141,54.756,61.765,sitting
-0.779,0.131,-0.558,-2.563,-3.906,-1.038,165.114,54.794,61.765,sitting
-0.802,0.131,-0.558,-2.563,-3.906,-1.038,165.092,54.833,61.765,sitting
-0.802,0.118,-0.557,-0.244,-2.93,0.549,165.07,54.86,61.754,sitting
-0.852,0.118,-0.557,-0.244,-2.93,0.549,165.059,54.882,61.732,sitting
-0.852,0.114,-0.568,3.601,-4.761,0.244,165.059,54.915,61.71,sitting
-0.872,0.114,-0.568,3.601,-4.761,0.244,165.086,54.959,61.688,sitting
-0.872,0.116,-0.577,7.751,-10.071,-0.061,165.119,55.025,61.65,sitting
-0.847,0.116,-0.577,7.751,-10.071,-0.061,165.174,55.124,61.606,sitting
-0.847,0.118,-0.564,10.864,-13.367,0.793,165.229,55.234,61.551,sitting
-0.822,0.118,-0.564,10.864,-13.367,0.793,165.289,55.36,61.474,sitting
